,id,probability,time,image_number,value,classifier,created_at,updated_at,clip_id
45,46,81.72518610954285,,33,"African chameleon, Chamaeleo chamaeleon",image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
46,47,87.86305785179138,,42,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
47,48,97.5171685218811,,43,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
48,49,95.57284712791443,,44,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
49,50,90.23096561431885,,45,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
50,51,98.12841415405273,,46,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
51,52,96.53523564338684,,47,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
52,53,97.73568511009216,,48,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
53,54,96.96086049079895,,49,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
54,55,96.6410756111145,,50,rapeseed,image_classifier_mobilenet,2019-04-09 09:21:05,2019-04-09 09:21:05,6.0
55,56,50.994694232940674,,7,"mobile home, manufactured home",image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
56,57,54.05662655830383,,8,"mobile home, manufactured home",image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
57,58,50.64289569854736,,10,"mobile home, manufactured home",image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
58,59,55.13305068016052,,44,monastery,image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
59,60,67.30465888977051,,45,monastery,image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
60,61,62.39473819732666,,46,monastery,image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
61,62,51.478976011276245,,47,monastery,image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
62,63,68.15136075019836,,48,monastery,image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
63,64,69.50997710227966,,49,monastery,image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
64,65,68.65025162696838,,50,monastery,image_classifier_mobilenet,2019-04-09 09:21:53,2019-04-09 09:21:53,8.0
65,66,56.39352202415466,,31,"African chameleon, Chamaeleo chamaeleon",image_classifier_mobilenet,2019-04-09 09:22:41,2019-04-09 09:22:41,9.0
