,id,probability,time,image_number,value,classifier,created_at,updated_at,clip_id
222,223,79.76201176643372,,22,"prison, prison house",image_classifier_mobilenet,2019-04-10 08:39:09,2019-04-10 08:39:09,33.0
223,224,48.76209497451782,,38,"quilt, comforter, comfort, puff",image_classifier_mobilenet,2019-04-10 08:39:09,2019-04-10 08:39:09,33.0
224,225,48.00221920013428,,2,hair spray,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
225,226,46.7497318983078,,2,wig,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
226,227,76.43108367919922,,3,wig,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
227,228,67.35306978225708,,4,wig,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
228,229,44.7959303855896,,5,wig,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
229,230,59.01665687561035,,6,wig,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
230,231,73.6297607421875,,7,wig,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
231,232,56.204742193222046,,8,wig,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
232,233,41.846764087677,,10,hair spray,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
233,234,54.4822096824646,,13,fountain,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
234,235,50.18547773361206,,18,hair spray,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
235,236,78.21375131607056,,29,"theater curtain, theatre curtain",image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
236,237,50.48593282699585,,30,"theater curtain, theatre curtain",image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
237,238,54.119402170181274,,49,"streetcar, tram, tramcar, trolley, trolley car",image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
238,239,62.338173389434814,,33,wig,image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
239,240,48.49386215209961,,50,"streetcar, tram, tramcar, trolley, trolley car",image_classifier_mobilenet,2019-04-10 08:40:07,2019-04-10 08:40:07,35.0
240,241,63.62912654876709,,48,harp,image_classifier_mobilenet,2019-04-10 08:40:12,2019-04-10 08:40:12,34.0
241,242,47.120752930641174,,5,minivan,image_classifier_mobilenet,2019-04-10 13:04:11,2019-04-10 13:04:11,
242,243,83.35630297660828,,31,"cab, hack, taxi, taxicab",image_classifier_mobilenet,2019-04-10 13:04:11,2019-04-10 13:04:11,
243,244,46.19596004486084,,36,trench coat,image_classifier_mobilenet,2019-04-10 13:04:11,2019-04-10 13:04:11,
244,245,47.524940967559814,,37,trench coat,image_classifier_mobilenet,2019-04-10 13:04:11,2019-04-10 13:04:11,
245,246,50.28555393218994,,12,"wardrobe, closet, press",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
246,247,64.57938551902771,,13,"wardrobe, closet, press",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
247,248,65.16836881637573,,17,"spotlight, spot",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
248,249,84.46275591850281,,19,"brass, memorial tablet, plaque",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
249,250,84.48547720909119,,20,"brass, memorial tablet, plaque",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
250,251,55.42278289794922,,21,"brass, memorial tablet, plaque",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
251,252,58.75474214553833,,22,"brass, memorial tablet, plaque",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
252,253,73.066246509552,,27,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
253,254,45.0149804353714,,36,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
254,255,49.033451080322266,,37,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
255,256,40.3192400932312,,48,"wardrobe, closet, press",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
256,257,74.50507879257202,,50,"wardrobe, closet, press",image_classifier_mobilenet,2019-04-10 13:05:46,2019-04-10 13:05:46,38.0
257,258,52.84223556518555,,1,"organ, pipe organ",image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
258,259,46.51172757148743,,3,altar,image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
259,260,43.01455020904541,,9,"groom, bridegroom",image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
260,261,52.74657607078552,,10,"groom, bridegroom",image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
261,262,40.23600220680237,,13,"prison, prison house",image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
262,263,59.034109115600586,,16,digital clock,image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
263,264,44.949689507484436,,24,"wardrobe, closet, press",image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
264,265,62.66648769378662,,33,harp,image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
265,266,68.95990371704102,,42,"lab coat, laboratory coat",image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
266,267,40.4523491859436,,43,stethoscope,image_classifier_mobilenet,2019-04-10 13:06:59,2019-04-10 13:06:59,39.0
267,268,86.46334409713745,,16,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:07:00,2019-04-10 13:07:00,36.0
268,269,50.45849680900574,,18,steam locomotive,image_classifier_mobilenet,2019-04-10 13:07:00,2019-04-10 13:07:00,36.0
269,270,48.450133204460144,,31,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:07:00,2019-04-10 13:07:00,36.0
270,271,42.43617057800293,,47,"wardrobe, closet, press",image_classifier_mobilenet,2019-04-10 13:07:00,2019-04-10 13:07:00,36.0
271,272,49.6908962726593,,11,gondola,image_classifier_mobilenet,2019-04-10 13:08:49,2019-04-10 13:08:49,42.0
272,273,57.67049193382263,,23,"projectile, missile",image_classifier_mobilenet,2019-04-10 13:08:49,2019-04-10 13:08:49,42.0
273,274,48.09693694114685,,25,fountain,image_classifier_mobilenet,2019-04-10 13:08:49,2019-04-10 13:08:49,42.0
274,275,90.6730592250824,,30,"butcher shop, meat market",image_classifier_mobilenet,2019-04-10 13:08:49,2019-04-10 13:08:49,42.0
275,276,89.21359777450562,,31,"butcher shop, meat market",image_classifier_mobilenet,2019-04-10 13:08:49,2019-04-10 13:08:49,42.0
276,277,80.54859638214111,,36,gondola,image_classifier_mobilenet,2019-04-10 13:08:49,2019-04-10 13:08:49,42.0
277,278,53.43387722969055,,37,gondola,image_classifier_mobilenet,2019-04-10 13:08:49,2019-04-10 13:08:49,42.0
278,279,41.49925708770752,,47,fountain,image_classifier_mobilenet,2019-04-10 13:08:49,2019-04-10 13:08:49,42.0
279,280,53.511595726013184,,6,"prison, prison house",image_classifier_mobilenet,2019-04-10 13:08:57,2019-04-10 13:08:57,43.0
280,281,75.20201206207275,,10,harp,image_classifier_mobilenet,2019-04-10 13:08:57,2019-04-10 13:08:57,43.0
281,282,43.4767484664917,,14,"maze, labyrinth",image_classifier_mobilenet,2019-04-10 13:08:57,2019-04-10 13:08:57,43.0
282,283,60.56676506996155,,27,fountain,image_classifier_mobilenet,2019-04-10 13:08:57,2019-04-10 13:08:57,43.0
283,284,67.54192113876343,,30,gown,image_classifier_mobilenet,2019-04-10 13:08:57,2019-04-10 13:08:57,43.0
284,285,63.415586948394775,,34,"barn spider, Araneus cavaticus",image_classifier_mobilenet,2019-04-10 13:08:57,2019-04-10 13:08:57,43.0
285,286,63.14142942428589,,49,"balance beam, beam",image_classifier_mobilenet,2019-04-10 13:08:57,2019-04-10 13:08:57,43.0
286,287,58.00696015357971,,4,boathouse,image_classifier_mobilenet,2019-04-10 13:09:47,2019-04-10 13:09:47,44.0
287,288,46.84818685054779,,6,window shade,image_classifier_mobilenet,2019-04-10 13:09:47,2019-04-10 13:09:47,44.0
288,289,68.04147958755493,,8,fountain,image_classifier_mobilenet,2019-04-10 13:09:47,2019-04-10 13:09:47,44.0
289,290,58.451491594314575,,12,"lakeside, lakeshore",image_classifier_mobilenet,2019-04-10 13:09:47,2019-04-10 13:09:47,44.0
290,291,54.932403564453125,,16,window shade,image_classifier_mobilenet,2019-04-10 13:09:47,2019-04-10 13:09:47,44.0
291,292,41.60137176513672,,17,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:09:47,2019-04-10 13:09:47,44.0
292,293,44.99635398387909,,36,trench coat,image_classifier_mobilenet,2019-04-10 13:09:47,2019-04-10 13:09:47,44.0
293,294,87.79948353767395,,18,suspension bridge,image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
294,295,62.884944677352905,,20,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
295,296,71.76517248153687,,21,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
296,297,43.39042603969574,,30,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
297,298,73.19191694259644,,32,digital clock,image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
298,299,86.58332228660583,,33,digital clock,image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
299,300,53.21003198623657,,34,fountain,image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
300,301,66.55834913253784,,41,"prison, prison house",image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
301,302,59.107065200805664,,44,"prison, prison house",image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
302,303,44.68985199928284,,45,"suit, suit of clothes",image_classifier_mobilenet,2019-04-10 13:10:42,2019-04-10 13:10:42,45.0
303,304,88.03852796554565,,28,"prison, prison house",image_classifier_mobilenet,2019-04-10 13:58:02,2019-04-10 13:58:02,47.0
304,305,46.466147899627686,,41,envelope,image_classifier_mobilenet,2019-04-10 13:58:02,2019-04-10 13:58:02,47.0
305,306,68.96727085113525,,7,suspension bridge,image_classifier_mobilenet,2019-04-10 13:58:22,2019-04-10 13:58:22,46.0
306,307,64.35602307319641,,37,fountain,image_classifier_mobilenet,2019-04-10 13:58:22,2019-04-10 13:58:22,46.0
307,308,79.69107031822205,,47,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 13:58:22,2019-04-10 13:58:22,46.0
308,309,64.87104296684265,,50,digital clock,image_classifier_mobilenet,2019-04-10 13:58:22,2019-04-10 13:58:22,46.0
309,310,96.82936668395996,,6,digital clock,image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
310,311,74.61550235748291,,11,"spider web, spider's web",image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
311,312,49.12715554237366,,12,digital clock,image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
312,313,52.1300733089447,,16,tennis ball,image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
313,314,74.41418170928955,,17,tennis ball,image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
314,315,45.578235387802124,,21,balloon,image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
315,316,72.92749881744385,,22,"fire screen, fireguard",image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
316,317,75.73691606521606,,26,ski mask,image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
317,318,62.881046533584595,,27,castle,image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
318,319,78.80779504776001,,28,"spotlight, spot",image_classifier_mobilenet,2019-04-10 14:00:51,2019-04-10 14:00:51,48.0
319,320,88.78980278968811,,1,pier,image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
320,321,61.17122769355774,,11,"ballplayer, baseball player",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
321,322,56.46466612815857,,16,"lab coat, laboratory coat",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
322,323,41.905030608177185,,17,"lab coat, laboratory coat",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
323,324,44.47755813598633,,20,sweatshirt,image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
324,325,68.02142858505249,,25,"seashore, coast, seacoast, sea-coast",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
325,326,76.24369263648987,,27,comic book,image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
326,327,44.99480724334717,,24,crutch,image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
327,328,43.442222476005554,,30,"prison, prison house",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
328,329,46.713900566101074,,31,"suit, suit of clothes",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
329,330,80.38897514343262,,32,"lab coat, laboratory coat",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
330,331,87.95075416564941,,33,"lab coat, laboratory coat",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
331,332,86.98264956474304,,34,"flute, transverse flute",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
332,333,54.26840782165527,,38,"suit, suit of clothes",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
333,334,82.21666216850281,,45,digital clock,image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
334,335,54.49187159538269,,46,street sign,image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
335,336,51.960718631744385,,47,barbershop,image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
336,337,66.72861576080322,,48,bow,image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
337,338,87.09611892700195,,49,"ballplayer, baseball player",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
338,339,49.959081411361694,,50,"ballplayer, baseball player",image_classifier_mobilenet,2019-04-10 14:01:02,2019-04-10 14:01:02,49.0
339,340,96.2397038936615,,6,"cinema, movie theater, movie theatre, movie house, picture palace",image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
340,341,88.48287463188171,,7,"cinema, movie theater, movie theatre, movie house, picture palace",image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
341,342,42.05006957054138,,16,"garden spider, Aranea diademata",image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
342,343,43.711018562316895,,24,canoe,image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
343,344,50.2621591091156,,32,"ear, spike, capitulum",image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
344,345,50.276970863342285,,34,"ear, spike, capitulum",image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
345,346,41.90630912780762,,35,"maze, labyrinth",image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
346,347,54.937171936035156,,36,head cabbage,image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
347,348,87.56810426712036,,38,"American egret, great white heron, Egretta albus",image_classifier_mobilenet,2019-04-10 14:04:51,2019-04-10 14:04:51,50.0
348,349,53.690510988235474,,1,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-10 14:07:12,2019-04-10 14:07:12,40.0
349,350,53.68211269378662,,2,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-10 14:07:12,2019-04-10 14:07:12,40.0
350,351,43.70660185813904,,21,parking meter,image_classifier_mobilenet,2019-04-10 14:07:12,2019-04-10 14:07:12,40.0
351,352,40.92918634414673,,32,"punching bag, punch bag, punching ball, punchball",image_classifier_mobilenet,2019-04-10 14:07:12,2019-04-10 14:07:12,40.0
352,353,46.08731269836426,,38,"organ, pipe organ",image_classifier_mobilenet,2019-04-10 14:07:12,2019-04-10 14:07:12,40.0
353,354,45.29666006565094,,44,"bannister, banister, balustrade, balusters, handrail",image_classifier_mobilenet,2019-04-10 14:07:12,2019-04-10 14:07:12,40.0
354,355,40.436649322509766,,45,"bannister, banister, balustrade, balusters, handrail",image_classifier_mobilenet,2019-04-10 14:07:12,2019-04-10 14:07:12,40.0
355,356,67.3488974571228,,46,"cab, hack, taxi, taxicab",image_classifier_mobilenet,2019-04-10 14:07:12,2019-04-10 14:07:12,40.0
356,357,40.375033020973206,,13,mask,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
357,358,64.02093172073364,,14,mask,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
358,359,53.37485074996948,,15,mask,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
359,360,50.64660906791687,,16,mask,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
360,361,57.418763637542725,,17,mask,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
361,362,40.64845144748688,,18,mask,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
362,363,55.62235116958618,,19,mask,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
363,364,49.35627579689026,,20,mask,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
364,365,62.123990058898926,,31,"worm fence, snake fence, snake-rail fence, Virginia fence",image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
365,366,53.44060659408569,,35,"spotlight, spot",image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
366,367,48.103174567222595,,39,"wardrobe, closet, press",image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
367,368,50.26460289955139,,40,"wardrobe, closet, press",image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
368,369,97.55949378013611,,43,suspension bridge,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
369,370,54.103970527648926,,45,chainlink fence,image_classifier_mobilenet,2019-04-10 14:09:44,2019-04-10 14:09:44,41.0
370,371,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-25 11:38:11,2019-04-25 11:38:11,
371,372,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-25 11:38:11,2019-04-25 11:38:11,
372,373,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-25 11:38:11,2019-04-25 11:38:11,
373,374,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-25 11:38:11,2019-04-25 11:38:11,
374,375,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-25 12:05:33,2019-04-25 12:05:33,
375,376,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-25 12:05:33,2019-04-25 12:05:33,
376,377,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-25 12:05:33,2019-04-25 12:05:33,
377,378,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-25 12:05:33,2019-04-25 12:05:33,
378,379,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 07:57:31,2019-04-26 07:57:31,
379,380,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-26 07:57:31,2019-04-26 07:57:31,
380,381,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-26 07:57:31,2019-04-26 07:57:31,
381,382,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-26 07:57:31,2019-04-26 07:57:31,
382,383,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 08:03:59,2019-04-26 08:03:59,
383,384,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-26 08:03:59,2019-04-26 08:03:59,
384,385,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-26 08:03:59,2019-04-26 08:03:59,
385,386,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-26 08:03:59,2019-04-26 08:03:59,
386,387,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 09:25:53,2019-04-26 09:25:53,
387,388,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-26 09:25:53,2019-04-26 09:25:53,
388,389,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-26 09:25:53,2019-04-26 09:25:53,
389,390,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-26 09:25:53,2019-04-26 09:25:53,
390,391,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 09:33:19,2019-04-26 09:33:19,
391,392,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-26 09:33:19,2019-04-26 09:33:19,
392,393,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-26 09:33:19,2019-04-26 09:33:19,
393,394,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-26 09:33:19,2019-04-26 09:33:19,
394,395,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 09:54:18,2019-04-26 09:54:18,
395,396,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-26 09:54:18,2019-04-26 09:54:18,
396,397,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-26 09:54:18,2019-04-26 09:54:18,
397,398,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-26 09:54:18,2019-04-26 09:54:18,
398,399,46.66443169116974,,3,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:27:31,2019-04-26 13:27:31,
399,400,44.081419706344604,,4,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:27:31,2019-04-26 13:27:31,
400,401,45.45447826385498,,5,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:27:31,2019-04-26 13:27:31,
401,402,36.0790491104126,,6,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:27:31,2019-04-26 13:27:31,
402,403,51.59609913825989,,7,fountain,image_classifier_mobilenet,2019-04-26 13:27:31,2019-04-26 13:27:31,
403,404,31.87081813812256,,7,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:27:31,2019-04-26 13:27:31,
404,405,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:27:44,2019-04-26 13:27:44,
405,406,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-26 13:27:44,2019-04-26 13:27:44,
406,407,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-26 13:27:44,2019-04-26 13:27:44,
407,408,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-26 13:27:44,2019-04-26 13:27:44,
408,409,41.555336117744446,,1,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:01,2019-04-26 13:28:01,
409,410,41.05408787727356,,2,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:01,2019-04-26 13:28:01,
410,411,45.99054455757141,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:01,2019-04-26 13:28:01,
411,412,30.93031942844391,,4,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:01,2019-04-26 13:28:01,
412,413,38.793423771858215,,10,"parallel bars, bars",image_classifier_mobilenet,2019-04-26 13:28:01,2019-04-26 13:28:01,
413,414,46.66443169116974,,3,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:28:05,2019-04-26 13:28:05,
414,415,44.081419706344604,,4,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:28:05,2019-04-26 13:28:05,
415,416,45.45447826385498,,5,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:28:05,2019-04-26 13:28:05,
416,417,36.0790491104126,,6,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:28:05,2019-04-26 13:28:05,
417,418,51.59609913825989,,7,fountain,image_classifier_mobilenet,2019-04-26 13:28:05,2019-04-26 13:28:05,
418,419,31.87081813812256,,7,"solar dish, solar collector, solar furnace",image_classifier_mobilenet,2019-04-26 13:28:05,2019-04-26 13:28:05,
419,420,41.555336117744446,,1,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:21,2019-04-26 13:28:21,
420,421,41.05408787727356,,2,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:21,2019-04-26 13:28:21,
421,422,45.99054455757141,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:21,2019-04-26 13:28:21,
422,423,30.93031942844391,,4,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:21,2019-04-26 13:28:21,
423,424,38.793423771858215,,10,"parallel bars, bars",image_classifier_mobilenet,2019-04-26 13:28:21,2019-04-26 13:28:21,
424,425,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 13:28:37,2019-04-26 13:28:37,
425,426,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-26 13:28:37,2019-04-26 13:28:37,
426,427,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-26 13:28:37,2019-04-26 13:28:37,
427,428,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-26 13:28:37,2019-04-26 13:28:37,
428,429,48.020121455192566,,3,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 14:05:43,2019-04-26 14:05:43,
429,430,37.9733145236969,,4,barometer,image_classifier_mobilenet,2019-04-26 14:05:43,2019-04-26 14:05:43,
430,431,71.42882347106934,,8,"nematode, nematode worm, roundworm",image_classifier_mobilenet,2019-04-26 14:05:43,2019-04-26 14:05:43,
431,432,36.78668141365051,,9,"chime, bell, gong",image_classifier_mobilenet,2019-04-26 14:05:43,2019-04-26 14:05:43,
432,433,41.555336117744446,,1,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 14:06:05,2019-04-26 14:06:05,
433,434,41.05408787727356,,2,"web site, website, internet site, site",image_classifier_mobilenet,2019-04-26 14:06:05,2019-04-26 14:06:05,
