encode_id,clip_id,encode_width,encode_height,clip_width,clip_height,clip_duration,clip_size,clip_bitrate_total,video_profile,clip_frame_rate,crf,encode_bitrate_video,nr_of_images,nr_of_image_shifts,psnr,vmaf
3522,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,22,611385,4,6,39.510869,78.552575
3523,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,23,539327,4,6,39.321354,77.04051
3524,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,25,423154,4,6,38.890471,73.53741
3525,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,27,335019,4,6,38.380066,69.42459
3526,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,29,267164,4,6,37.791041,64.72329
3527,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,31,214148,4,6,37.121185,59.355441
3528,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,33,172365,4,6,36.379728,53.65086
3529,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,35,139606,4,6,35.580075,47.534246
3530,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,37,112925,4,6,34.72212,41.285966
3531,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,40,83056,4,6,33.338084,31.728875
3532,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,43,61627,4,6,31.860554,22.417225
3533,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,45,50849,4,6,30.824825,17.17483
3534,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,50,29980,4,6,27.820589,8.207933
3535,33,640,480,1920,1056,149,178489768,9581807,Main,24000/1001,55,27152,4,6,27.29104,7.452455
3536,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,18,708197,4,6,38.541814,76.00416
3537,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,20,548133,4,6,38.320107,73.613801
3538,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,22,427809,4,6,38.04511,70.70081
3539,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,23,378811,4,6,37.883023,69.004253
3540,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,25,298678,4,6,37.5075,65.184604
3541,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,27,236981,4,6,37.053961,60.80227
3542,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,29,189091,4,6,36.525967,55.873597
3543,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,31,151492,4,6,35.919193,50.59426
3544,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,33,121827,4,6,35.242104,44.971756
3545,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,35,98442,4,6,34.497637,39.080584
3546,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,37,79486,4,6,33.697258,33.09619
3547,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,40,58255,4,6,32.404671,24.381988
3548,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,43,42910,4,6,31.000671,16.389115
3549,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,45,35339,4,6,30.02962,12.001189
3550,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,50,20938,4,6,27.234866,6.704067
3551,33,512,384,1920,1056,149,178489768,9581807,Main,24000/1001,55,19015,4,6,26.734097,6.277803
3552,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,18,443589,4,6,36.621553,63.231672
3553,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,20,347440,4,6,36.443076,60.621976
3554,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,22,273211,4,6,36.216081,57.470439
3555,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,23,242569,4,6,36.08148,55.749419
3556,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,25,192185,4,6,35.765902,51.845603
3557,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,27,152880,4,6,35.381127,47.487955
3558,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,29,121885,4,6,34.923465,42.787318
3559,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,31,97685,4,6,34.390828,37.792753
3560,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,33,78324,4,6,33.786721,32.697292
3561,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,35,62990,4,6,33.119976,27.628193
3562,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,37,50951,4,6,32.395522,22.492813
3563,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,40,37091,4,6,31.203293,15.345291
3564,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,43,27345,4,6,29.914328,9.919973
3565,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,45,22506,4,6,29.026986,7.794017
3566,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,50,13523,4,6,26.470454,5.417662
3567,33,384,288,1920,1056,149,178489768,9581807,Main,24000/1001,55,12325,4,6,26.033578,5.337261
3568,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,18,332483,4,6,35.530762,53.037278
3569,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,20,261555,4,6,35.370535,50.410497
3570,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,22,206507,4,6,35.16681,47.339913
3571,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,23,183490,4,6,35.044803,45.626133
3572,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,25,145544,4,6,34.75628,41.877499
3573,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,27,115869,4,6,34.404208,37.869227
3574,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,29,92493,4,6,33.979012,33.53014
3575,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,31,74035,4,6,33.487116,29.080681
3576,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,33,59439,4,6,32.923127,24.603292
3577,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,35,47810,4,6,32.2896,20.133821
3578,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,37,38543,4,6,31.595727,15.922481
3579,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,40,28083,4,6,30.457634,10.652373
3580,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,43,20735,4,6,29.243692,7.518265
3581,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,45,17107,4,6,28.3954,6.527021
3582,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,50,10424,4,6,25.983745,5.195445
3583,33,320,240,1920,1056,149,178489768,9581807,Main,24000/1001,55,9568,4,6,25.559459,5.052214
3584,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,18,6508096,1,1,48.15837,95.831937
3585,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,20,4305067,1,1,47.340301,94.942233
3586,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,22,2948240,1,1,46.65893,93.742666
3587,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,23,2484983,1,1,46.325341,93.029705
3588,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,25,1804304,1,1,45.63898,91.334257
3589,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,33,653539,1,1,42.326311,79.556703
3590,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,35,532372,1,1,41.348191,75.012478
3591,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,27,1341378,1,1,44.901981,89.237522
3592,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,29,1030277,1,1,44.10216,86.629346
3593,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,31,814169,1,1,43.245499,83.438747
3594,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,37,438549,1,1,40.302619,69.796869
3595,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,40,330850,1,1,38.565646,60.931943
3596,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,43,251777,1,1,36.63425,51.10395
3597,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,45,207863,1,1,35.241585,44.708539
3598,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,50,114586,1,1,30.773076,29.185277
3599,34,1920,1080,1920,816,145,179545980,9876223,Main,24000/1001,55,102040,1,1,30.00494,26.949534
3600,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,18,2455433,1,1,45.222608,93.213605
3601,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,20,1737607,1,1,44.801753,91.910371
3602,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,22,1275762,1,1,44.344985,90.257427
3603,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,23,1101822,1,1,44.091838,89.267809
3604,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,25,832078,1,1,43.528434,86.943803
3605,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,27,638502,1,1,42.893908,84.120341
3606,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,29,498269,1,1,42.185337,80.677091
3607,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,31,397135,1,1,41.417081,76.612573
3608,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,33,319516,1,1,40.579926,71.855696
3609,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,35,260012,1,1,39.695713,66.569868
3610,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,37,212509,1,1,38.734618,60.746658
3611,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,40,158344,1,1,37.145722,51.433461
3612,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,43,118549,1,1,35.35485,41.843439
3613,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,45,97392,1,1,34.068159,35.741164
3614,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,50,53882,1,1,30.043381,22.221233
3615,34,1280,720,1920,816,145,179545980,9876223,Main,24000/1001,55,47830,1,1,29.30195,20.201646
3616,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,18,924775,1,1,41.298053,86.253268
3617,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,20,695467,1,1,41.06883,84.375016
3618,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,22,532527,1,1,40.791264,82.025591
3619,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,23,466607,1,1,40.627609,80.60962
3620,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,25,360289,1,1,40.252405,77.423138
3621,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,27,281643,1,1,39.805897,73.560339
3622,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,29,222459,1,1,39.288146,69.150069
3623,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,31,177482,1,1,38.704611,64.135479
3624,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,33,142606,1,1,38.044001,58.727132
3625,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,35,115418,1,1,37.323689,53.007664
3626,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,37,93656,1,1,36.525677,47.097999
3627,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,40,68484,1,1,35.17053,37.995132
3628,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,43,50504,1,1,33.632447,29.420823
3629,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,45,41242,1,1,32.524521,24.343878
3630,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,50,23439,1,1,29.115959,14.255381
3631,34,720,480,1920,816,145,179545980,9876223,Main,24000/1001,55,20992,1,1,28.49799,13.195112
3632,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,18,831492,1,1,40.626404,84.53898
3633,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,20,628158,1,1,40.422615,82.592539
3634,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,22,482532,1,1,40.174078,80.140945
3635,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,23,423264,1,1,40.026709,78.708838
3636,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,25,327432,1,1,39.686004,75.412961
3637,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,27,256110,1,1,39.273279,71.446108
3638,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,29,202463,1,1,38.793728,66.910578
3639,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,31,161612,1,1,38.241216,61.824082
3640,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,33,129695,1,1,37.627592,56.4699
3641,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,35,104772,1,1,36.930832,50.620351
3642,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,37,84825,1,1,36.166618,44.722235
3643,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,40,62161,1,1,34.871092,35.988495
3644,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,43,45788,1,1,33.369493,27.497805
3645,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,45,37395,1,1,32.277534,22.666593
3646,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,50,21203,1,1,28.949138,13.261106
3647,34,640,480,1920,816,145,179545980,9876223,Main,24000/1001,55,19007,1,1,28.372337,12.133575
3648,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,18,556804,1,1,39.094019,78.877438
3649,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,20,426975,1,1,38.928259,76.662718
3650,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,22,331005,1,1,38.72146,73.899275
3651,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,23,291473,1,1,38.598668,72.295483
3652,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,25,227368,1,1,38.311226,68.686223
3653,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,27,178955,1,1,37.959223,64.467982
3654,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,29,141931,1,1,37.543652,59.758757
3655,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,31,113286,1,1,37.060605,54.490866
3656,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,33,90850,1,1,36.503288,49.024693
3657,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,35,73254,1,1,35.87615,43.353134
3658,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,37,59234,1,1,35.181454,37.864418
3659,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,40,43186,1,1,33.981443,29.528503
3660,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,43,31742,1,1,32.598152,22.111912
3661,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,45,25827,1,1,31.58676,17.830054
3662,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,50,14790,1,1,28.460411,11.207207
3663,34,512,384,1920,816,145,179545980,9876223,Main,24000/1001,55,13415,1,1,27.921886,10.420884
3664,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,18,340517,1,1,37.241258,68.840313
3665,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,20,264267,1,1,37.109442,66.353708
3666,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,22,206765,1,1,36.941002,63.328713
3667,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,23,182821,1,1,36.841554,61.615731
3668,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,25,143576,1,1,36.605602,57.804004
3669,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,27,113426,1,1,36.311694,53.476016
3670,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,29,90305,1,1,35.961924,48.69393
3671,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,31,72067,1,1,35.546484,43.845454
3672,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,33,57801,1,1,35.066197,38.68017
3673,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,35,46496,1,1,34.514572,33.599371
3674,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,37,37559,1,1,33.897313,28.626686
3675,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,40,27413,1,1,32.836873,21.389086
3676,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,43,20151,1,1,31.603122,15.833867
3677,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,45,16621,1,1,30.677416,13.157975
3678,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,50,9919,1,1,27.837689,9.311717
3679,34,384,288,1920,816,145,179545980,9876223,Main,24000/1001,55,9083,1,1,27.31507,8.985631
3680,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,18,252303,1,1,36.255403,60.707637
3681,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,20,196809,1,1,36.135015,58.153095
3682,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,22,154496,1,1,35.982901,55.116338
3683,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,23,136961,1,1,35.891897,53.440986
3684,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,25,107804,1,1,35.674771,49.650919
3685,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,27,85511,1,1,35.406588,45.49234
3686,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,29,68069,1,1,35.084019,41.028952
3687,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,31,54398,1,1,34.697731,36.431584
3688,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,33,43605,1,1,34.245774,31.636942
3689,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,35,35144,1,1,33.732152,27.129625
3690,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,37,28427,1,1,33.158071,22.685622
3691,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,40,20832,1,1,32.161302,16.967123
3692,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,43,15440,1,1,30.967112,12.676799
3693,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,45,12651,1,1,30.094819,10.978234
3694,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,50,7863,1,1,27.357512,8.747756
3695,34,320,240,1920,816,145,179545980,9876223,Main,24000/1001,55,7308,1,1,26.944211,8.562247
3696,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,18,7602807,5,15,48.023265,97.684597
3697,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,20,5624318,5,15,47.138781,97.089772
3698,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,22,4225226,5,15,46.250754,96.260328
3699,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,25,2829538,5,15,44.838439,94.465109
3700,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,27,2208652,5,15,43.823717,92.641766
3701,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,23,3683596,5,15,45.793736,95.750972
3702,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,31,1412883,5,15,41.637682,87.174722
3703,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,33,1148567,5,15,40.481429,83.30139
3704,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,35,940300,5,15,39.287121,78.569641
3705,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,29,1755322,5,15,42.757994,90.250807
3706,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,37,773220,5,15,38.063059,73.029721
3707,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,40,583039,5,15,36.171878,63.277003
3708,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,43,444999,5,15,34.244148,52.244783
3709,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,45,374142,5,15,32.97523,44.621964
3710,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,50,230809,5,15,29.533438,25.687789
3711,35,1920,1080,1920,816,111,133146067,9637172,Main,24000/1001,55,210626,5,15,28.893115,22.336014
3712,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,18,3495039,5,15,44.349192,95.550568
3713,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,20,2645260,5,15,43.789511,94.521525
3714,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,22,2042597,5,15,43.149339,93.076592
3715,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,23,1803559,5,15,42.797089,92.173896
3716,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,25,1418014,5,15,42.016767,89.97025
3717,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,27,1126787,5,15,41.157335,87.150196
3718,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,29,903043,5,15,40.222979,83.606406
3719,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,31,728113,5,15,39.229048,79.311632
3720,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,33,590588,5,15,38.187999,74.173468
3721,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,35,480263,5,15,37.110121,68.405884
3722,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,37,392837,5,15,35.998225,62.016405
3723,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,40,292312,5,15,34.279672,51.385772
3724,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,43,219339,5,15,32.524117,40.208252
3725,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,45,182877,5,15,31.365256,32.724774
3726,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,50,110366,5,15,28.322484,15.611958
3727,35,1280,720,1920,816,111,133146067,9637172,Main,24000/1001,55,100252,5,15,27.765951,12.944156
3728,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,18,1526467,5,15,39.827956,87.357513
3729,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,20,1193649,5,15,39.490298,85.461767
3730,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,22,941317,5,15,39.072833,83.018101
3731,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,23,837730,5,15,38.832932,81.552234
3732,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,25,665636,5,15,38.283444,78.073587
3733,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,27,530415,5,15,37.64034,73.919462
3734,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,29,424209,5,15,36.91775,69.098273
3735,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,31,340115,5,15,36.12184,63.60024
3736,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,33,273254,5,15,35.260975,57.562746
3737,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,35,220397,5,15,34.352274,51.077241
3738,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,37,178250,5,15,33.405942,44.277531
3739,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,40,130568,5,15,31.907282,33.783967
3740,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,43,96511,5,15,30.37934,23.450288
3741,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,45,79416,5,15,29.364489,17.392305
3742,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,50,47074,5,15,26.75724,5.342638
3743,35,720,480,1920,816,111,133146067,9637172,Main,24000/1001,55,42612,5,15,26.292467,4.017306
3744,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,18,1388378,5,15,39.067011,85.130172
3745,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,20,1089049,5,15,38.762703,83.107819
3746,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,22,860377,5,15,38.386302,80.510159
3747,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,23,765845,5,15,38.168926,78.979311
3748,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,25,608697,5,15,37.661039,75.362965
3749,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,27,485260,5,15,37.06766,71.108343
3750,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,29,387755,5,15,36.388467,66.125367
3751,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,31,310684,5,15,35.634476,60.572832
3752,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,33,249407,5,15,34.82124,54.502331
3753,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,35,200912,5,15,33.950714,48.049546
3754,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,37,162313,5,15,33.031052,41.258114
3755,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,40,118585,5,15,31.575886,31.07984
3756,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,43,87543,5,15,30.069339,21.225193
3757,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,45,71925,5,15,29.08623,15.22504
3758,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,50,42524,5,15,26.539264,4.484154
3759,35,640,480,1920,816,111,133146067,9637172,Main,24000/1001,55,38639,5,15,26.066699,3.471856
3760,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,18,978505,5,15,37.346962,77.526509
3761,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,20,773109,5,15,37.091358,75.089816
3762,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,22,612823,5,15,36.768097,72.062702
3763,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,23,546477,5,15,36.57991,70.326814
3764,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,25,434930,5,15,36.140864,66.338882
3765,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,27,346244,5,15,35.617966,61.707466
3766,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,29,276438,5,15,35.014893,56.5554
3767,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,31,220819,5,15,34.328382,50.836377
3768,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,33,176684,5,15,33.580353,44.83572
3769,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,35,141771,5,15,32.775357,38.586044
3770,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,37,114009,5,15,31.921722,32.250112
3771,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,40,82934,5,15,30.55786,22.758237
3772,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,43,60843,5,15,29.141608,13.960661
3773,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,45,49861,5,15,28.215628,9.184472
3774,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,50,29441,5,15,25.84647,2.340124
3775,35,512,384,1920,816,111,133146067,9637172,Main,24000/1001,55,26555,5,15,25.392901,1.631113
3776,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,18,630637,5,15,35.297444,63.261209
3777,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,20,500992,5,15,35.089981,60.566476
3778,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,22,397990,5,15,34.822854,57.275377
3779,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,23,355086,5,15,34.666094,55.415983
3780,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,25,282415,5,15,34.295465,51.301364
3781,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,27,224552,5,15,33.847915,46.67478
3782,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,29,178721,5,15,33.324514,41.713664
3783,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,31,142420,5,15,32.720104,36.382404
3784,35,384,288,1920,816,111,133146067,9637172,Main,24000/1001,33,113588,5,15,32.056372,30.913241
